Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Cataluña/Girona;MOTOCICLETAS;Eléctrico;264
Cataluña/Girona;MOTOCICLETAS;Gas Licuado de Petroleo;3
Cataluña/Girona;MOTOCICLETAS;Gas Natural Comprimido;1
Cataluña/Girona;MOTOCICLETAS;Gasolina;99087
Cataluña/Girona;MOTOCICLETAS;Otros;2
Cataluña/Girona;MOTOCICLETAS;Sin especificar;12
Cataluña/Girona;OTROS VEHÍCULOS;TOTAL;11205
Cataluña/Girona;OTROS VEHÍCULOS;Diesel;7829
Cataluña/Girona;OTROS VEHÍCULOS;Eléctrico;152
Cataluña/Girona;OTROS VEHÍCULOS;Gas Licuado de Petroleo;5
Cataluña/Girona;OTROS VEHÍCULOS;Gasolina;2966
Cataluña/Girona;OTROS VEHÍCULOS;Otros;2
Cataluña/Girona;OTROS VEHÍCULOS;Sin especificar;250
Cataluña/Girona;OTROS VEHÍCULOS;Solar;1
Cataluña/Girona;REMOLQUES;TOTAL;4944
Cataluña/Girona;REMOLQUES;Sin especificar;4944
Cataluña/Girona;SEMIRREMOLQUES;TOTAL;4213
Cataluña/Girona;SEMIRREMOLQUES;Sin especificar;4213
Cataluña/Girona;TRACTORES INDUSTRIALES;TOTAL;3581
Cataluña/Girona;TRACTORES INDUSTRIALES;Diesel;3581
Cataluña/Girona;TURISMOS;TOTAL;423040
Cataluña/Girona;TURISMOS;Biodiesel;2
Cataluña/Girona;TURISMOS;Biometano;2
Cataluña/Girona;TURISMOS;Butano;3
Cataluña/Girona;TURISMOS;Diesel;195830
Cataluña/Girona;TURISMOS;Eléctrico;773
Cataluña/Girona;TURISMOS;Etanol;1
Cataluña/Girona;TURISMOS;Gas Licuado de Petroleo;784
Cataluña/Girona;TURISMOS;Gas Natural Comprimido;126
Cataluña/Girona;TURISMOS;Gasolina;225475
Cataluña/Girona;TURISMOS;Otros;38
Cataluña/Girona;TURISMOS;Sin especificar;6
Cataluña/Lleida;AUTOBUSES;TOTAL;501
Cataluña/Lleida;AUTOBUSES;Diesel;500
Cataluña/Lleida;AUTOBUSES;Gasolina;1
Cataluña/Lleida;CAMIONES HASTA 3500kg;TOTAL;30388
Cataluña/Lleida;CAMIONES HASTA 3500kg;Diesel;29469
Cataluña/Lleida;CAMIONES HASTA 3500kg;Eléctrico;10
Cataluña/Lleida;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;6
Cataluña/Lleida;CAMIONES HASTA 3500kg;Gas Natural Comprimido;5
Cataluña/Lleida;CAMIONES HASTA 3500kg;Gasolina;898
Cataluña/Lleida;CAMIONES MÁS DE 3500kg;TOTAL;4749
Cataluña/Lleida;CAMIONES MÁS DE 3500kg;Diesel;4704
Cataluña/Lleida;CAMIONES MÁS DE 3500kg;Eléctrico;1
Cataluña/Lleida;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Cataluña/Lleida;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;7
Cataluña/Lleida;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;9
Cataluña/Lleida;CAMIONES MÁS DE 3500kg;Gasolina;27
Cataluña/Lleida;CICLOMOTORES;TOTAL;17334
Cataluña/Lleida;CICLOMOTORES;Diesel;637
Cataluña/Lleida;CICLOMOTORES;Eléctrico;72
Cataluña/Lleida;CICLOMOTORES;Gasolina;16624
Cataluña/Lleida;CICLOMOTORES;Sin especificar;1
Cataluña/Lleida;FURGONETAS;TOTAL;30550
Cataluña/Lleida;FURGONETAS;Butano;1
Cataluña/Lleida;FURGONETAS;Diesel;25252
Cataluña/Lleida;FURGONETAS;Eléctrico;37
Cataluña/Lleida;FURGONETAS;Gas Licuado de Petroleo;24
Cataluña/Lleida;FURGONETAS;Gas Natural Comprimido;27
Cataluña/Lleida;FURGONETAS;Gasolina;5207
Cataluña/Lleida;FURGONETAS;Otros;2
Cataluña/Lleida;MOTOCICLETAS;TOTAL;33720
Cataluña/Lleida;MOTOCICLETAS;Diesel;60
Cataluña/Lleida;MOTOCICLETAS;Eléctrico;40
Cataluña/Lleida;MOTOCICLETAS;Gas Licuado de Petroleo;1
Cataluña/Lleida;MOTOCICLETAS;Gasolina;33618
Cataluña/Lleida;MOTOCICLETAS;Otros;1
Cataluña/Lleida;OTROS VEHÍCULOS;TOTAL;8876
Cataluña/Lleida;OTROS VEHÍCULOS;Diesel;5947
Cataluña/Lleida;OTROS VEHÍCULOS;Eléctrico;98
Cataluña/Lleida;OTROS VEHÍCULOS;Gas Licuado de Petroleo;5
Cataluña/Lleida;OTROS VEHÍCULOS;Gasolina;2563
Cataluña/Lleida;OTROS VEHÍCULOS;Otros;3
Cataluña/Lleida;OTROS VEHÍCULOS;Sin especificar;259
Cataluña/Lleida;OTROS VEHÍCULOS;Solar;1
Cataluña/Lleida;REMOLQUES;TOTAL;4723
Cataluña/Lleida;REMOLQUES;Sin especificar;4723
Cataluña/Lleida;SEMIRREMOLQUES;TOTAL;5809
Cataluña/Lleida;SEMIRREMOLQUES;Sin especificar;5809
Cataluña/Lleida;TRACTORES INDUSTRIALES;TOTAL;5273
Cataluña/Lleida;TRACTORES INDUSTRIALES;Diesel;5273
Cataluña/Lleida;TURISMOS;TOTAL;236002
Cataluña/Lleida;TURISMOS;Diesel;140873
Cataluña/Lleida;TURISMOS;Eléctrico;372
Cataluña/Lleida;TURISMOS;Etanol;1
Cataluña/Lleida;TURISMOS;Gas Licuado de Petroleo;226
Cataluña/Lleida;TURISMOS;Gas Natural Comprimido;69
Cataluña/Lleida;TURISMOS;Gasolina;94451
Cataluña/Lleida;TURISMOS;Otros;9
Cataluña/Lleida;TURISMOS;Sin especificar;1
Cataluña/Tarragona;AUTOBUSES;TOTAL;1168
Cataluña/Tarragona;AUTOBUSES;Diesel;1163
Cataluña/Tarragona;AUTOBUSES;Gas Natural Comprimido;1
Cataluña/Tarragona;AUTOBUSES;Gasolina;3
Cataluña/Tarragona;AUTOBUSES;Otros;1
Cataluña/Tarragona;CAMIONES HASTA 3500kg;TOTAL;45373
Cataluña/Tarragona;CAMIONES HASTA 3500kg;Diesel;43436
Cataluña/Tarragona;CAMIONES HASTA 3500kg;Eléctrico;49
Cataluña/Tarragona;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;36
Cataluña/Tarragona;CAMIONES HASTA 3500kg;Gas Natural Comprimido;11
Cataluña/Tarragona;CAMIONES HASTA 3500kg;Gas Natural Licuado;1
Cataluña/Tarragona;CAMIONES HASTA 3500kg;Gasolina;1839
Cataluña/Tarragona;CAMIONES HASTA 3500kg;Otros;1
Cataluña/Tarragona;CAMIONES MÁS DE 3500kg;TOTAL;5166
Cataluña/Tarragona;CAMIONES MÁS DE 3500kg;Diesel;5072
Cataluña/Tarragona;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Cataluña/Tarragona;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;18
Cataluña/Tarragona;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Cataluña/Tarragona;CAMIONES MÁS DE 3500kg;Gasolina;72
Cataluña/Tarragona;CAMIONES MÁS DE 3500kg;Otros;2
Cataluña/Tarragona;CICLOMOTORES;TOTAL;36573
Cataluña/Tarragona;CICLOMOTORES;Diesel;1870
Cataluña/Tarragona;CICLOMOTORES;Eléctrico;157
Cataluña/Tarragona;CICLOMOTORES;Gasolina;34540
Cataluña/Tarragona;CICLOMOTORES;Otros;1
Cataluña/Tarragona;CICLOMOTORES;Sin especificar;5
Cataluña/Tarragona;FURGONETAS;TOTAL;49806
Cataluña/Tarragona;FURGONETAS;Butano;1
Cataluña/Tarragona;FURGONETAS;Diesel;40723
Cataluña/Tarragona;FURGONETAS;Eléctrico;71
Cataluña/Tarragona;FURGONETAS;Gas Licuado de Petroleo;77
Cataluña/Tarragona;FURGONETAS;Gas Natural Comprimido;12
Cataluña/Tarragona;FURGONETAS;Gasolina;8920
Cataluña/Tarragona;FURGONETAS;Sin especificar;2
Cataluña/Tarragona;MOTOCICLETAS;TOTAL;78660
Cataluña/Tarragona;MOTOCICLETAS;Biodiesel;1
Cataluña/Tarragona;MOTOCICLETAS;Diesel;80
Cataluña/Tarragona;MOTOCICLETAS;Eléctrico;243
Cataluña/Tarragona;MOTOCICLETAS;Gas Licuado de Petroleo;2
Cataluña/Tarragona;MOTOCICLETAS;Gasolina;78325
Cataluña/Tarragona;MOTOCICLETAS;Otros;7
Cataluña/Tarragona;MOTOCICLETAS;Sin especificar;2
Cataluña/Tarragona;OTROS VEHÍCULOS;TOTAL;10235
Cataluña/Tarragona;OTROS VEHÍCULOS;Butano;3
Cataluña/Tarragona;OTROS VEHÍCULOS;Diesel;6719
Cataluña/Tarragona;OTROS VEHÍCULOS;Eléctrico;146
Cataluña/Tarragona;OTROS VEHÍCULOS;Gasolina;2918
Cataluña/Tarragona;OTROS VEHÍCULOS;Otros;9
Cataluña/Tarragona;OTROS VEHÍCULOS;Sin especificar;439
Cataluña/Tarragona;OTROS VEHÍCULOS;Solar;1
Cataluña/Tarragona;REMOLQUES;TOTAL;5097
Cataluña/Tarragona;REMOLQUES;Sin especificar;5097
Cataluña/Tarragona;SEMIRREMOLQUES;TOTAL;4426
Cataluña/Tarragona;SEMIRREMOLQUES;Sin especificar;4426
Cataluña/Tarragona;TRACTORES INDUSTRIALES;TOTAL;3734
Cataluña/Tarragona;TRACTORES INDUSTRIALES;Diesel;3734
Cataluña/Tarragona;TURISMOS;TOTAL;425256
Cataluña/Tarragona;TURISMOS;Biodiesel;1
Cataluña/Tarragona;TURISMOS;Biometano;1
Cataluña/Tarragona;TURISMOS;Butano;2
Cataluña/Tarragona;TURISMOS;Diesel;216886
Cataluña/Tarragona;TURISMOS;Eléctrico;802
Cataluña/Tarragona;TURISMOS;Etanol;1
Cataluña/Tarragona;TURISMOS;Gas Licuado de Petroleo;616
Cataluña/Tarragona;TURISMOS;Gas Natural Comprimido;153
Cataluña/Tarragona;TURISMOS;Gas Natural Licuado;3
Cataluña/Tarragona;TURISMOS;Gasolina;206756
Cataluña/Tarragona;TURISMOS;Hidrógeno;1
Cataluña/Tarragona;TURISMOS;Otros;32
Cataluña/Tarragona;TURISMOS;Sin especificar;2
Ceuta/Ceuta;AUTOBUSES;TOTAL;59
Ceuta/Ceuta;AUTOBUSES;Diesel;59
Ceuta/Ceuta;CAMIONES HASTA 3500kg;TOTAL;2071
Ceuta/Ceuta;CAMIONES HASTA 3500kg;Diesel;1634
Ceuta/Ceuta;CAMIONES HASTA 3500kg;Eléctrico;1
Ceuta/Ceuta;CAMIONES HASTA 3500kg;Gasolina;435
Ceuta/Ceuta;CAMIONES HASTA 3500kg;Sin especificar;1
Ceuta/Ceuta;CAMIONES MÁS DE 3500kg;TOTAL;285
Ceuta/Ceuta;CAMIONES MÁS DE 3500kg;Diesel;279
Ceuta/Ceuta;CAMIONES MÁS DE 3500kg;Gasolina;6
Ceuta/Ceuta;CICLOMOTORES;TOTAL;3413
Ceuta/Ceuta;CICLOMOTORES;Diesel;21
Ceuta/Ceuta;CICLOMOTORES;Eléctrico;10
Ceuta/Ceuta;CICLOMOTORES;Gasolina;3382
Ceuta/Ceuta;FURGONETAS;TOTAL;5094
Ceuta/Ceuta;FURGONETAS;Diesel;4017
Ceuta/Ceuta;FURGONETAS;Eléctrico;4
Ceuta/Ceuta;FURGONETAS;Gasolina;1072
Ceuta/Ceuta;FURGONETAS;Sin especificar;1
Ceuta/Ceuta;MOTOCICLETAS;TOTAL;13661
Ceuta/Ceuta;MOTOCICLETAS;Diesel;9
Ceuta/Ceuta;MOTOCICLETAS;Eléctrico;10
Ceuta/Ceuta;MOTOCICLETAS;Gasolina;13637
Ceuta/Ceuta;MOTOCICLETAS;Sin especificar;5
Ceuta/Ceuta;OTROS VEHÍCULOS;TOTAL;634
Ceuta/Ceuta;OTROS VEHÍCULOS;Diesel;384
Ceuta/Ceuta;OTROS VEHÍCULOS;Eléctrico;1
Ceuta/Ceuta;OTROS VEHÍCULOS;Gasolina;243
Ceuta/Ceuta;OTROS VEHÍCULOS;Sin especificar;6
Ceuta/Ceuta;REMOLQUES;TOTAL;141
Ceuta/Ceuta;REMOLQUES;Sin especificar;141
Ceuta/Ceuta;SEMIRREMOLQUES;TOTAL;139
Ceuta/Ceuta;SEMIRREMOLQUES;Sin especificar;139
Ceuta/Ceuta;TRACTORES INDUSTRIALES;TOTAL;76
Ceuta/Ceuta;TRACTORES INDUSTRIALES;Diesel;76
Ceuta/Ceuta;TURISMOS;TOTAL;42006
Ceuta/Ceuta;TURISMOS;Diesel;20300
Ceuta/Ceuta;TURISMOS;Eléctrico;26
Ceuta/Ceuta;TURISMOS;Gas Licuado de Petroleo;13
Ceuta/Ceuta;TURISMOS;Gas Natural Comprimido;1
Ceuta/Ceuta;TURISMOS;Gasolina;21640
Ceuta/Ceuta;TURISMOS;Otros;3
Ceuta/Ceuta;TURISMOS;Sin especificar;23
Comunitat Valenciana/Alicante/Alacant;AUTOBUSES;TOTAL;1532
Comunitat Valenciana/Alicante/Alacant;AUTOBUSES;Diesel;1517
Comunitat Valenciana/Alicante/Alacant;AUTOBUSES;Eléctrico;1
Comunitat Valenciana/Alicante/Alacant;AUTOBUSES;Gas Licuado de Petroleo;4
Comunitat Valenciana/Alicante/Alacant;AUTOBUSES;Gasolina;10
Comunitat Valenciana/Alicante/Alacant;CAMIONES HASTA 3500kg;TOTAL;85798
Comunitat Valenciana/Alicante/Alacant;CAMIONES HASTA 3500kg;Diesel;82973
Comunitat Valenciana/Alicante/Alacant;CAMIONES HASTA 3500kg;Eléctrico;47
Comunitat Valenciana/Alicante/Alacant;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;31
Comunitat Valenciana/Alicante/Alacant;CAMIONES HASTA 3500kg;Gas Natural Comprimido;7
Comunitat Valenciana/Alicante/Alacant;CAMIONES HASTA 3500kg;Gasolina;2738
Comunitat Valenciana/Alicante/Alacant;CAMIONES HASTA 3500kg;Otros;2
Comunitat Valenciana/Alicante/Alacant;CAMIONES MÁS DE 3500kg;TOTAL;10256
Comunitat Valenciana/Alicante/Alacant;CAMIONES MÁS DE 3500kg;Diesel;10179
Comunitat Valenciana/Alicante/Alacant;CAMIONES MÁS DE 3500kg;Eléctrico;2
Comunitat Valenciana/Alicante/Alacant;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Comunitat Valenciana/Alicante/Alacant;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Comunitat Valenciana/Alicante/Alacant;CAMIONES MÁS DE 3500kg;Gasolina;73
Comunitat Valenciana/Alicante/Alacant;CICLOMOTORES;TOTAL;95447
Comunitat Valenciana/Alicante/Alacant;CICLOMOTORES;Diesel;2725
Comunitat Valenciana/Alicante/Alacant;CICLOMOTORES;Eléctrico;611
Comunitat Valenciana/Alicante/Alacant;CICLOMOTORES;Gasolina;92106
Comunitat Valenciana/Alicante/Alacant;CICLOMOTORES;Otros;3
Comunitat Valenciana/Alicante/Alacant;CICLOMOTORES;Sin especificar;2
Comunitat Valenciana/Alicante/Alacant;FURGONETAS;TOTAL;81317
Comunitat Valenciana/Alicante/Alacant;FURGONETAS;Diesel;65254
Comunitat Valenciana/Alicante/Alacant;FURGONETAS;Eléctrico;145
Comunitat Valenciana/Alicante/Alacant;FURGONETAS;Gas Licuado de Petroleo;108
Comunitat Valenciana/Alicante/Alacant;FURGONETAS;Gas Natural Comprimido;4
Comunitat Valenciana/Alicante/Alacant;FURGONETAS;Gasolina;15793
Comunitat Valenciana/Alicante/Alacant;FURGONETAS;Otros;8
Comunitat Valenciana/Alicante/Alacant;FURGONETAS;Sin especificar;5
Comunitat Valenciana/Alicante/Alacant;MOTOCICLETAS;TOTAL;164270
Comunitat Valenciana/Alicante/Alacant;MOTOCICLETAS;Butano;2
Comunitat Valenciana/Alicante/Alacant;MOTOCICLETAS;Diesel;227
Comunitat Valenciana/Alicante/Alacant;MOTOCICLETAS;Eléctrico;415
Comunitat Valenciana/Alicante/Alacant;MOTOCICLETAS;Gas Licuado de Petroleo;9
Comunitat Valenciana/Alicante/Alacant;MOTOCICLETAS;Gasolina;163584
Comunitat Valenciana/Alicante/Alacant;MOTOCICLETAS;Otros;29
Comunitat Valenciana/Alicante/Alacant;MOTOCICLETAS;Sin especificar;4
Comunitat Valenciana/Alicante/Alacant;OTROS VEHÍCULOS;TOTAL;13170
Comunitat Valenciana/Alicante/Alacant;OTROS VEHÍCULOS;Butano;2
Comunitat Valenciana/Alicante/Alacant;OTROS VEHÍCULOS;Diesel;10189
Comunitat Valenciana/Alicante/Alacant;OTROS VEHÍCULOS;Eléctrico;303
Comunitat Valenciana/Alicante/Alacant;OTROS VEHÍCULOS;Gas Licuado de Petroleo;8
Comunitat Valenciana/Alicante/Alacant;OTROS VEHÍCULOS;Gasolina;2477
Comunitat Valenciana/Alicante/Alacant;OTROS VEHÍCULOS;Otros;11
Comunitat Valenciana/Alicante/Alacant;OTROS VEHÍCULOS;Sin especificar;180
Comunitat Valenciana/Alicante/Alacant;REMOLQUES;TOTAL;7651
Comunitat Valenciana/Alicante/Alacant;REMOLQUES;Sin especificar;7651
Comunitat Valenciana/Alicante/Alacant;SEMIRREMOLQUES;TOTAL;7527
Comunitat Valenciana/Alicante/Alacant;SEMIRREMOLQUES;Sin especificar;7527
Comunitat Valenciana/Alicante/Alacant;TRACTORES INDUSTRIALES;TOTAL;6021
Comunitat Valenciana/Alicante/Alacant;TRACTORES INDUSTRIALES;Diesel;6021
Comunitat Valenciana/Alicante/Alacant;TURISMOS;TOTAL;1024452
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Biodiesel;1
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Butano;8
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Diesel;495464
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Eléctrico;1209
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Etanol;6
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Gas Licuado de Petroleo;1918
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Gas Natural Comprimido;94
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Gasolina;525701
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Hidrógeno;3
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Otros;33
Comunitat Valenciana/Alicante/Alacant;TURISMOS;Sin especificar;15
Comunitat Valenciana/Castellón/Castelló;AUTOBUSES;TOTAL;521
Comunitat Valenciana/Castellón/Castelló;AUTOBUSES;Diesel;500
Comunitat Valenciana/Castellón/Castelló;AUTOBUSES;Eléctrico;9
Comunitat Valenciana/Castellón/Castelló;AUTOBUSES;Gas Licuado de Petroleo;1
Comunitat Valenciana/Castellón/Castelló;AUTOBUSES;Gas Natural Comprimido;11
Comunitat Valenciana/Castellón/Castelló;CAMIONES HASTA 3500kg;TOTAL;33651
Comunitat Valenciana/Castellón/Castelló;CAMIONES HASTA 3500kg;Diesel;32424
Comunitat Valenciana/Castellón/Castelló;CAMIONES HASTA 3500kg;Eléctrico;20
Comunitat Valenciana/Castellón/Castelló;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;13
Comunitat Valenciana/Castellón/Castelló;CAMIONES HASTA 3500kg;Gas Natural Comprimido;27
Comunitat Valenciana/Castellón/Castelló;CAMIONES HASTA 3500kg;Gasolina;1165
Comunitat Valenciana/Castellón/Castelló;CAMIONES HASTA 3500kg;Otros;2
Comunitat Valenciana/Castellón/Castelló;CAMIONES MÁS DE 3500kg;TOTAL;4426
Comunitat Valenciana/Castellón/Castelló;CAMIONES MÁS DE 3500kg;Diesel;4358
Comunitat Valenciana/Castellón/Castelló;CAMIONES MÁS DE 3500kg;Eléctrico;1
Comunitat Valenciana/Castellón/Castelló;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Comunitat Valenciana/Castellón/Castelló;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;37
Comunitat Valenciana/Castellón/Castelló;CAMIONES MÁS DE 3500kg;Gasolina;28
Comunitat Valenciana/Castellón/Castelló;CAMIONES MÁS DE 3500kg;Otros;1
Comunitat Valenciana/Castellón/Castelló;CICLOMOTORES;TOTAL;27899
Comunitat Valenciana/Castellón/Castelló;CICLOMOTORES;Diesel;808
Comunitat Valenciana/Castellón/Castelló;CICLOMOTORES;Eléctrico;125
Comunitat Valenciana/Castellón/Castelló;CICLOMOTORES;Gasolina;26966
Comunitat Valenciana/Castellón/Castelló;FURGONETAS;TOTAL;33301
Comunitat Valenciana/Castellón/Castelló;FURGONETAS;Diesel;28233
Comunitat Valenciana/Castellón/Castelló;FURGONETAS;Eléctrico;55
Comunitat Valenciana/Castellón/Castelló;FURGONETAS;Gas Licuado de Petroleo;87
Comunitat Valenciana/Castellón/Castelló;FURGONETAS;Gas Natural Comprimido;22
Comunitat Valenciana/Castellón/Castelló;FURGONETAS;Gas Natural Licuado;1
Comunitat Valenciana/Castellón/Castelló;FURGONETAS;Gasolina;4902
Comunitat Valenciana/Castellón/Castelló;FURGONETAS;Otros;1
Comunitat Valenciana/Castellón/Castelló;MOTOCICLETAS;TOTAL;43040
Comunitat Valenciana/Castellón/Castelló;MOTOCICLETAS;Diesel;28
Comunitat Valenciana/Castellón/Castelló;MOTOCICLETAS;Eléctrico;87
Comunitat Valenciana/Castellón/Castelló;MOTOCICLETAS;Gas Natural Comprimido;1
Comunitat Valenciana/Castellón/Castelló;MOTOCICLETAS;Gasolina;42902
Comunitat Valenciana/Castellón/Castelló;MOTOCICLETAS;Otros;8
Comunitat Valenciana/Castellón/Castelló;MOTOCICLETAS;Sin especificar;14
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;TOTAL;5527
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Butano;1
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Diesel;4074
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Eléctrico;273
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Gas Natural Comprimido;1
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Gas Natural Licuado;1
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Gasolina;1003
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Hidrógeno;1
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Otros;2
Comunitat Valenciana/Castellón/Castelló;OTROS VEHÍCULOS;Sin especificar;171
Comunitat Valenciana/Castellón/Castelló;REMOLQUES;TOTAL;2528
Comunitat Valenciana/Castellón/Castelló;REMOLQUES;Sin especificar;2528
Comunitat Valenciana/Castellón/Castelló;SEMIRREMOLQUES;TOTAL;5050
Comunitat Valenciana/Castellón/Castelló;SEMIRREMOLQUES;Sin especificar;5050
Comunitat Valenciana/Castellón/Castelló;TRACTORES INDUSTRIALES;TOTAL;4551
Comunitat Valenciana/Castellón/Castelló;TRACTORES INDUSTRIALES;Diesel;4551
Comunitat Valenciana/Castellón/Castelló;TURISMOS;TOTAL;315198
Comunitat Valenciana/Castellón/Castelló;TURISMOS;Butano;2
Comunitat Valenciana/Castellón/Castelló;TURISMOS;Diesel;173720
Comunitat Valenciana/Castellón/Castelló;TURISMOS;Eléctrico;318
Comunitat Valenciana/Castellón/Castelló;TURISMOS;Gas Licuado de Petroleo;415
Comunitat Valenciana/Castellón/Castelló;TURISMOS;Gas Natural Comprimido;89
Comunitat Valenciana/Castellón/Castelló;TURISMOS;Gasolina;140630
Comunitat Valenciana/Castellón/Castelló;TURISMOS;Otros;22
Comunitat Valenciana/Castellón/Castelló;TURISMOS;Sin especificar;2
Comunitat Valenciana/Valencia/València;AUTOBUSES;TOTAL;2412
Comunitat Valenciana/Valencia/València;AUTOBUSES;Diesel;2305
Comunitat Valenciana/Valencia/València;AUTOBUSES;Eléctrico;23
Comunitat Valenciana/Valencia/València;AUTOBUSES;Gas Licuado de Petroleo;5
Comunitat Valenciana/Valencia/València;AUTOBUSES;Gas Natural Comprimido;43
Comunitat Valenciana/Valencia/València;AUTOBUSES;Gas Natural Licuado;1
Comunitat Valenciana/Valencia/València;AUTOBUSES;Gasolina;5
Comunitat Valenciana/Valencia/València;AUTOBUSES;Otros;30
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;TOTAL;115062
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;Diesel;111391
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;Eléctrico;90
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;245
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;Gas Natural Comprimido;45
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;Gas Natural Licuado;1
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;Gasolina;3284
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;Otros;4
Comunitat Valenciana/Valencia/València;CAMIONES HASTA 3500kg;Sin especificar;2
Comunitat Valenciana/Valencia/València;CAMIONES MÁS DE 3500kg;TOTAL;17463
Comunitat Valenciana/Valencia/València;CAMIONES MÁS DE 3500kg;Butano;9
Comunitat Valenciana/Valencia/València;CAMIONES MÁS DE 3500kg;Diesel;17163
Comunitat Valenciana/Valencia/València;CAMIONES MÁS DE 3500kg;Eléctrico;7
Comunitat Valenciana/Valencia/València;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;14
Comunitat Valenciana/Valencia/València;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;103
